,index,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
3573,3573,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.6,20.0,27.4,20.0 - 27.4,22.7-24.7,
3574,3574,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,20.4,17.7,23.4,17.7 - 23.4,19.8-22.6,
3575,3575,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,25.8,21.5,30.6,21.5 - 30.6,24.8-27.9,
3576,3576,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,24.7,20.8,28.9,20.8 - 28.9,22.7-24.7,
3577,3577,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,25.9,22.1,30.0,22.1 - 30.0,24.8-27.9,
3578,3578,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,27.0,22.2,32.2,22.2 - 32.2,24.8-27.9,
3579,3579,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,22.8,18.1,28.1,18.1 - 28.1,22.7-24.7,
3580,3580,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,25.1,20.8,29.9,20.8 - 29.9,24.8-27.9,
3581,3581,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,19.1,16.4,22.1,16.4 - 22.1,12.2-19.7,
3582,3582,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,24.5,21.2,28.0,21.2 - 28.0,22.7-24.7,
3583,3583,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,22.1,18.6,25.9,18.6 - 25.9,19.8-22.6,
3584,3584,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.4,19.9,27.2,19.9 - 27.2,22.7-24.7,
3585,3585,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,21.6,16.1,28.0,16.1 - 28.0,19.8-22.6,
3586,3586,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.4,19.5,27.8,19.5 - 27.8,22.7-24.7,
3587,3587,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,21.2,17.4,25.3,17.4 - 25.3,19.8-22.6,
3588,3588,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,20.4,17.0,24.1,17.0 - 24.1,19.8-22.6,
3589,3589,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,18.2,15.0,21.8,15.0 - 21.8,12.2-19.7,
3590,3590,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.4,19.8,27.3,19.8 - 27.3,22.7-24.7,
3591,3591,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,15.2,12.9,17.8,12.9 - 17.8,12.2-19.7,
3592,3592,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,22.8,19.4,26.4,19.4 - 26.4,22.7-24.7,
3593,3593,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,18.4,15.0,22.2,15.0 - 22.2,12.2-19.7,
3594,3594,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,24.7,20.7,29.1,20.7 - 29.1,22.7-24.7,
3595,3595,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,26.2,20.1,33.1,20.1 - 33.1,24.8-27.9,
3596,3596,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,22.1,18.0,26.7,18.0 - 26.7,19.8-22.6,
3597,3597,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.1,19.8,26.6,19.8 - 26.6,22.7-24.7,
3598,3598,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,20.8,18.1,23.8,18.1 - 23.8,19.8-22.6,
3599,3599,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,25.4,21.8,29.4,21.8 - 29.4,24.8-27.9,
3600,3600,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,22.6,17.5,28.4,17.5 - 28.4,19.8-22.6,
3601,3601,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,21.6,18.1,25.5,18.1 - 25.5,19.8-22.6,
3602,3602,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,19.2,15.0,24.1,15.0 - 24.1,12.2-19.7,
3603,3603,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.3,19.5,27.5,19.5 - 27.5,22.7-24.7,
3604,3604,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,19.2,16.8,21.7,16.8 - 21.7,12.2-19.7,
3605,3605,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,27.9,24.7,31.3,24.7 - 31.3,24.8-27.9,
3606,3606,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,20.7,16.5,25.4,16.5 - 25.4,19.8-22.6,
3607,3607,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,19.7,17.1,22.5,17.1 - 22.5,12.2-19.7,
3608,3608,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,21.5,18.7,24.5,18.7 - 24.5,19.8-22.6,
3609,3609,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,27.9,22.3,34.1,22.3 - 34.1,24.8-27.9,
3610,3610,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,21.6,17.4,26.3,17.4 - 26.3,19.8-22.6,
3611,3611,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,23.3,17.6,29.7,17.6 - 29.7,22.7-24.7,
3612,3612,"Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.3,9.9,10.7,9.9 - 10.7,23.8-25.9,
3613,3613,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,15.5,13.8,17.4,13.8 - 17.4,23.8-25.9,
3614,3614,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,14.9,13.9,16.0,13.9 - 16.0,23.8-25.9,
3615,3615,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.7,10.7,12.7,10.7 - 12.7,23.8-25.9,
3616,3616,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,9.0,7.8,10.3,7.8 - 10.3,23.8-25.9,
3617,3617,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,5.8,5.2,6.4,5.2 - 6.4,23.8-25.9,
3618,3618,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,3.8,3.2,4.4,3.2 - 4.4,23.8-25.9,
3619,3619,"Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,1.3,0.7,2.1,0.7 - 2.1,23.8-25.9,
3620,3620,"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Male,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,8.6,8.0,9.2,8.0 - 9.2,23.8-25.9,
3621,3621,"Received Counseling or Therapy, Last 4 Weeks",By Gender,United States,Female,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.9,11.3,12.5,11.3 - 12.5,23.8-25.9,
3622,3622,"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,5.8,5.4,6.3,5.4 - 6.3,23.8-25.9,
3623,3623,"Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,17.5,16.4,18.5,16.4 - 18.5,23.8-25.9,
3624,3624,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,8.4,7.2,9.7,7.2 - 9.7,23.8-25.9,
3625,3625,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.8,10.3,11.3,10.3 - 11.3,23.8-25.9,
3626,3626,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.6,9.0,12.4,9.0 - 12.4,23.8-25.9,
3627,3627,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,7.0,5.5,8.7,5.5 - 8.7,23.8-25.9,
3628,3628,"Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,14.5,12.1,17.2,12.1 - 17.2,23.8-25.9,
3629,3629,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,6.7,4.9,8.8,4.9 - 8.8,23.8-25.9,
3630,3630,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,7.6,6.5,8.8,6.5 - 8.8,23.8-25.9,
3631,3631,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.1,10.4,11.9,10.4 - 11.9,23.8-25.9,
3632,3632,"Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,12.8,12.2,13.4,12.2 - 13.4,23.8-25.9,
3633,3633,"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,8.9,5.3,13.7,5.3 - 13.7,8.9-10.7,
3634,3634,"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,12.6,9.0,16.8,9.0 - 16.8,11.9-18.9,
3635,3635,"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,7.5,5.6,9.6,5.6 - 9.6,6.2-8.8,
3636,3636,"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,12.4,8.8,16.6,8.8 - 16.6,11.9-18.9,
3637,3637,"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.7,9.1,12.5,9.1 - 12.5,8.9-10.7,
3638,3638,"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.2,8.1,12.7,8.1 - 12.7,8.9-10.7,
3639,3639,"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,16.4,13.4,19.8,13.4 - 19.8,11.9-18.9,
3640,3640,"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,12.5,7.8,18.5,7.8 - 18.5,11.9-18.9,
3641,3641,"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,18.9,13.9,24.8,13.9 - 24.8,11.9-18.9,
3642,3642,"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,7.7,5.8,10.0,5.8 - 10.0,6.2-8.8,
3643,3643,"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.0,7.0,16.1,7.0 - 16.1,10.8-11.8,
3644,3644,"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.5,7.6,14.1,7.6 - 14.1,8.9-10.7,
3645,3645,"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.6,8.5,15.3,8.5 - 15.3,10.8-11.8,
3646,3646,"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.3,9.1,13.8,9.1 - 13.8,10.8-11.8,
3647,3647,"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,8.8,6.9,11.1,6.9 - 11.1,6.2-8.8,
3648,3648,"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.1,8.2,14.5,8.2 - 14.5,10.8-11.8,
3649,3649,"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.5,7.9,13.5,7.9 - 13.5,8.9-10.7,
3650,3650,"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,8.4,5.9,11.6,5.9 - 11.6,6.2-8.8,
3651,3651,"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,8.8,6.4,11.6,6.4 - 11.6,6.2-8.8,
3652,3652,"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.5,8.0,15.9,8.0 - 15.9,10.8-11.8,
3653,3653,"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.9,9.5,14.8,9.5 - 14.8,11.9-18.9,
3654,3654,"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,18.5,15.5,21.8,15.5 - 21.8,11.9-18.9,
3655,3655,"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.5,9.2,14.3,9.2 - 14.3,10.8-11.8,
3656,3656,"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.7,8.6,13.2,8.6 - 13.2,8.9-10.7,
3657,3657,"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.9,6.5,19.4,6.5 - 19.4,11.9-18.9,
3658,3658,"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,8.0,6.2,10.1,6.2 - 10.1,6.2-8.8,
3659,3659,"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.2,7.4,13.6,7.4 - 13.6,8.9-10.7,
3660,3660,"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,6.2,4.4,8.5,4.4 - 8.5,6.2-8.8,
3661,3661,"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,8.4,6.3,10.9,6.3 - 10.9,6.2-8.8,
3662,3662,"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.2,8.3,14.5,8.3 - 14.5,10.8-11.8,
3663,3663,"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,9.3,7.2,11.8,7.2 - 11.8,8.9-10.7,
3664,3664,"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,9.3,7.2,11.7,7.2 - 11.7,8.9-10.7,
3665,3665,"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.1,7.8,12.8,7.8 - 12.8,8.9-10.7,
3666,3666,"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,10.2,7.7,13.2,7.7 - 13.2,8.9-10.7,
3667,3667,"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.1,6.5,17.5,6.5 - 17.5,10.8-11.8,
3668,3668,"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.1,7.7,15.3,7.7 - 15.3,10.8-11.8,
3669,3669,"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,8.1,5.6,11.4,5.6 - 11.4,6.2-8.8,
3670,3670,"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,12.2,9.8,14.9,9.8 - 14.9,11.9-18.9,
3671,3671,"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Jan 6 � Mar 1),25,Feb 17 - Mar 1,02/17/2021 12:00:00 AM,03/01/2021 12:00:00 AM,11.2,9.1,13.6,9.1 - 13.6,10.8-11.8,
